RGR,FieldTag,Specimen,Date,Island,Locale,Habitat,lat,long,Sex,Mass,notes,lamellae hind internal,lamellae hind external,lamellae front internal,lamellae front external,lamellae counter,lamellae hind internal replicate,lamellae front internal replicate,lamellae counter replicate,ventral scale count,dorsal scale count,SVL,Finger,Toe,Jaw,Head,Radius,Femur,Tibia,Meta,SVL_1,SVL_2,SVL_3,R_finger,L_finger,R_toe,L_toe,r_jaw,l_jaw,head,r_radius,l_radius,r_femur,r_tibia,r_meta,l_femur,l_tibia,l_meta
RGR0577,2937966,Y,,RumCay,,coastal,23.63713408,-74.82885249,F,2.2,,29,8,15,8,Ken Toyama,,,,,,40.397,4.985,8.455,10.816,11.317,5.749,9.707,8.328,5.617,40.407,40.313,40.471,4.985,4.42,8.455,8.115,10.816,10.309,11.317,5.718,5.749,9.707,8.328,5.617,9.629,8.314,5
RGR0578,2937965,Y,,RumCay,,coastal,23.63713408,-74.82885249,F,1.0,,27,8,15,8,Ken Toyama,,,,,,31.717,5.026,7.587,9.978,10.286,4.599,7.899,7.243,4.828,31.892,31.531,31.728,4.72,5.026,6.67,7.587,9.978,9.246,10.286,4.4,4.599,7.849,6.984,4.819,7.899,7.243,4.828
RGR0579,2937964,Y,,RumCay,,coastal,23.63713408,-74.82885249,F,1.4,,29,8,16,8,Ken Toyama,,,,,,38.136,5.413,7.913,10.863,11.233,4.531,8.89,7.91,5.47,38.06,38.104,38.244,5.388,5.413,7.522,7.913,10.679,10.863,11.233,4.14,4.531,8.692,7.91,5.017,8.89,7.787,5.47
RGR0580,2937963,Y,,RumCay,,coastal,23.63713408,-74.82885249,F,1.8,,28,8,15,7,Ken Toyama,,,,,,40.55033333,5.629,7.922,11.186,11.562,5.418,9.011,8.119,5.931,40.746,40.326,40.579,5.396,5.629,7.331,7.922,11.186,10.586,11.562,5.418,5.015,8.89,8.119,5.697,9.011,7.96,5.931
RGR0581,2937962,Y,,RumCay,,coastal,23.63713408,-74.82885249,F,1.7,,31,8,17,8,Ken Toyama,,,,,,40.50466667,5.423,7.061,11.813,11.855,5.317,9.004,7.728,5.375,40.385,40.478,40.651,5.423,5.156,7.061,6.944,11.813,11.422,11.855,5.317,5.308,9.004,7.728,5.084,8.422,7.444,5.375
RGR0582,2937961,Y,,RumCay,,coastal,23.63713408,-74.82885249,F,2.0,,30,7,16,8,Ken Toyama,,,,,,45.31433333,6.017,8.189,12.698,12.921,5.449,9.929,8.548,5.948,45.355,45.262,45.326,6.017,5.486,7.674,8.189,11.993,12.698,12.921,5.056,5.449,9.929,8.464,5.948,9.385,8.548,5.658
RGR0583,2937960,Y,,RumCay,,coastal,23.63713408,-74.82885249,F,1.8,,31,8,15,9,Ken Toyama,,,,,,42.70433333,5.781,9.037,12.421,12.712,5.949,8.846,8.308,5.586,42.645,42.782,42.686,5.781,5.488,7.554,9.037,11.516,12.421,12.712,5.949,5.478,8.846,7.959,5.411,8.153,8.308,5.586
RGR0584,2937959,Y,,RumCay,,coastal,23.63713408,-74.82885249,F,2.0,,28,7,15,8,Ken Toyama,,,,,,40.76866667,5.125,7.216,11.745,11.979,5.687,9.731,8.431,5.398,40.637,40.897,40.772,5.125,4.853,7.216,6.504,11.032,11.745,11.979,5.402,5.687,9.731,8.431,5.398,9.143,7.866,4.886
RGR0585,2937958,Y,,RumCay,,coastal,23.63713408,-74.82885249,F,1.8,,28,7,15,9,Ken Toyama,,,,,,41.228,5.704,7.717,11.965,11.943,5.668,9.43,8.119,5.843,41.192,41.243,41.249,5.704,4.955,7.717,7.445,11.965,9.711,11.943,5.668,5.582,9.43,7.41,5.843,9.005,8.119,5.283
RGR0586,2937957,Y,,RumCay,,coastal,23.63713408,-74.82885249,M,5.0,,31,7,18,8,Ken Toyama,,,,,,56.056,8.235,10.559,16.099,16.013,7.334,13.678,11.937,7.549,56.033,56.157,55.978,7.932,8.235,10.559,9.224,15.306,16.099,16.013,7.334,7.259,13.41,11.241,7.493,13.678,11.937,7.549
RGR0587,2937956,Y,,RumCay,,coastal,23.63713408,-74.82885249,M,4.9,,32,7,18,8,Ken Toyama,,,,,,51.66566667,7.362,10.151,14.248,14.649,8.407,12.484,11.129,6.417,51.091,51.793,52.113,7.334,7.362,10.151,10.038,14.248,13.857,14.649,8.407,7.562,12.418,10.56,6.378,12.484,11.129,6.417
RGR0588,2937955,Y,,RumCay,,coastal,23.63713408,-74.82885249,M,6.7,,31,8,16,8,Ken Toyama,,,,,,58.16166667,8.416,11.218,15.054,15.711,7.796,12.27,11.312,6.933,58.232,57.865,58.388,6.896,8.416,10.953,11.218,14.933,15.054,15.711,7.79,7.796,12.27,11.143,6.933,11.4,11.312,5.18
RGR0589,2937954,Y,,RumCay,,coastal,23.63713408,-74.82885249,M,6.0,,29,8,17,8,Ken Toyama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0590,2937953,Y,,RumCay,,coastal,23.63713408,-74.82885249,M,4.3,,30,8,18,9,Ken Toyama,,,,,,56.47266667,7.942,11.11,15.034,15.127,7.812,12.675,11.547,7.442,56.35,56.51,56.558,7.421,7.942,11.11,10.76,14.907,15.034,15.127,7.252,7.812,12.329,11.547,7.442,12.675,11.104,6.915
RGR0591,2937952,Y,,RumCay,,coastal,23.63713408,-74.82885249,M,2.9,,30,8,18,9,Ken Toyama,,,,,,47.71133333,7.029,9.047,13.655,14.09,6.162,11.314,10.149,6.572,47.684,47.612,47.838,7.029,6.316,9.047,7.658,13.433,13.655,14.09,6,6.162,11.314,10.149,6.538,11,9.308,6.572
RGR0592,2937951,Y,,RumCay,,coastal,23.63713408,-74.82885249,M,4.3,,30,8,19,9,Ken Toyama,,,,,,50.967,8.173,10.759,13.562,13.193,6.697,12.091,11.96,7.76,51.17,50.89,50.841,8.095,8.173,10.759,9.855,13.562,12.596,13.193,6.697,5.766,12.091,11.425,7.59,11.899,11.96,7.76
RGR0593,2937950,Y,,RumCay,,coastal,23.63713408,-74.82885249,M,2.0,,31,8,16,9,Ken Toyama,,,,,,42.24766667,6.252,8.375,12.244,12.469,6.108,9.802,9.016,6.057,42.048,42.427,42.268,6.252,5.578,7.228,8.375,11.346,12.244,12.469,5.733,6.108,9.366,9.016,5.382,9.802,8.97,6.057
RGR0594,2937949,Y,,RumCay,,coastal,23.63713408,-74.82885249,M,1.6,juvenile exclude,31,9,18,9,Ken Toyama,,,,,,39.01066667,5.61,9.123,12.081,12.248,5.666,9.724,8.853,5.861,38.869,38.987,39.176,5.407,5.61,9.123,9.059,11.775,12.081,12.248,5.666,5.163,9.668,8.638,5.847,9.724,8.853,5.861
RGR0595,2937948,Y,,RumCay,,coastal,23.63713408,-74.82885249,F,1.7,,30,8,15,9,Ken Toyama,,,,,,39.614,5.629,7.48,11.761,11.493,5.754,9.044,8.281,5.729,39.359,39.793,39.69,5.629,5.266,7.065,7.48,10.921,11.761,11.493,4.5,5.754,8.718,8.281,5.729,9.044,7.757,5.509
RGR0596,2937947,Y,,RumCay,,coastal,23.63713408,-74.82885249,M,2.3,,30,8,17,8,Ken Toyama,,,,,,46.233,7.204,9.38,13.695,13.94,6.818,10.156,9.453,6.647,46.249,46.221,46.229,6.776,7.204,9.38,8.835,13.549,13.695,13.94,6.641,6.818,10.156,9.453,6.647,9.334,9.446,6.312
RGR0597,2937946,Y,,RumCay,,coastal,23.63713408,-74.82885249,M,1.2,juvenile exclude,29,7,17,8,Ken Toyama,,,,,,36.34066667,5.658,7.832,11.2,11.717,4.995,9.004,7.663,5.105,36.292,36.33,36.4,5.15,5.658,7.832,7.106,11.2,11.03,11.717,4.995,4.948,8.618,7.617,5.105,9.004,7.663,4.747
RGR0598,2937945,Y,,RumCay,,coastal,23.63713408,-74.82885249,M,1.6,,32,9,18,9,Ken Toyama,,,,,,39.38033333,6.214,9.118,11.947,12.272,5.2,10.019,8.508,6.086,39.451,39.491,39.199,4.958,6.214,9.118,8.924,11.898,11.947,12.272,4.156,5.2,9.63,8.377,6.086,10.019,8.508,5.385
RGR0599,2937944,Y,,RumCay,,secondary,23.66500944,-74.86824542,F,1.4,,30,8,16,8,Ken Toyama,,,,,,38.245,5.562,6.56,10.28,10.93,4.865,8.355,8.162,5.238,38.211,38.447,38.077,4.75,5.562,6.222,6.56,10.28,9.982,10.93,4.446,4.865,8.207,8.162,5.238,8.355,7.898,5.114
RGR0600,2937943,Y,,RumCay,,secondary,23.66500944,-74.86824542,F,1.0,,29,8,16,8,Ken Toyama,,,,,,32.88233333,4.412,7.66,9.608,10.069,4.679,7.328,7.115,5.161,32.873,32.948,32.826,4.412,4.164,6.28,7.66,9.187,9.608,10.069,4.411,4.679,7.155,7.115,4.777,7.328,6.999,5.161
RGR0601,2937942,Y,,RumCay,,secondary,23.66500944,-74.86824542,F,1.6,,31,9,16,8,Ken Toyama,,,,,,39.415,5.502,8.002,11.362,12.121,5.445,8.926,8.028,5.396,39.281,39.635,39.329,5.485,5.502,6.996,8.002,11.362,11.359,12.121,5.445,5.128,8.608,7.899,5.396,8.926,8.028,5.184
RGR0602,2937941,Y,,RumCay,,secondary,23.66500944,-74.86824542,F,1.4,,28,8,16,7,Ken Toyama,,,,,,38.59333333,5.31,7.433,10.37,11.137,4.889,8.803,7.81,5.31,38.517,38.594,38.669,5.286,5.31,7.433,6.966,10.37,10.243,11.137,4.889,4.723,8.325,7.272,4.916,8.803,7.81,5.31
RGR0603,2937940,Y,,RumCay,,secondary,23.66500944,-74.86824542,F,1.6,,28,8,16,9,Ken Toyama,,,,,,37.29633333,5.534,7.299,10.971,11.464,5.303,8.504,7.929,5.541,37.421,37.383,37.085,5.012,5.534,7.299,6.822,10.197,10.971,11.464,5.303,5.168,7.854,7.929,5.317,8.504,7.64,5.541
RGR0604,2937939,Y,,RumCay,,secondary,23.66500944,-74.86824542,F,1.7,,28,8,16,8,Ken Toyama,,,,,,39.59266667,5.763,8.784,11.422,11.828,5.463,9.124,7.982,5.464,39.28,39.685,39.813,5.032,5.763,7.685,8.784,11.187,11.422,11.828,4.929,5.463,9.124,7.982,5.357,8.903,7.926,5.464
RGR0605,2937938,Y,,RumCay,,secondary,23.66500944,-74.86824542,F,2.0,,29,8,16,8,Ken Toyama,,,,,,41.562,5.816,8.36,11.886,12.15,5.431,8.709,7.959,5.335,41.493,41.513,41.68,5.24,5.816,7.087,8.36,11.609,11.886,12.15,5.431,5.18,8.597,7.926,5.335,8.709,7.959,5.19
RGR0606,2937937,Y,,RumCay,,secondary,23.66500944,-74.86824542,F,1.7,,28,8,16,8,Ken Toyama,,,,,,39.44866667,5.56,7.153,10.851,11.528,5.015,8.88,7.772,5.374,39.417,39.412,39.517,4.887,5.56,7.153,5.848,10.529,10.851,11.528,4.781,5.015,8.249,7.597,5.027,8.88,7.772,5.374
RGR0607,2937936,Y,,RumCay,,secondary,23.66500944,-74.86824542,F,1.9,,29,8,15,8,Ken Toyama,,,,,,40.17133333,5.197,7.801,11.665,11.968,4.95,9.082,7.878,5.552,40.204,40.082,40.228,5.05,5.197,7.801,7.369,10.776,11.665,11.968,4.95,4.752,9.007,7.878,5.552,9.082,7.839,5.401
RGR0608,2937935,Y,,RumCay,,secondary,23.66500944,-74.86824542,M,3.0,,31,8,18,9,Ken Toyama,,,,,,50.59066667,7.335,10.339,14.399,14.405,7.104,11.97,10.81,6.82,50.625,50.757,50.39,7.335,6.946,10.339,10.234,13.349,14.399,14.405,7.104,6.288,11.97,10.81,6.82,11.59,9.809,6.423
RGR0609,2937934,Y,,RumCay,,secondary,23.66500944,-74.86824542,M,4.5,,31,8,17,8,Ken Toyama,,,,,,52.222,7.486,10.503,15.194,15.208,7.559,12.337,11.717,7.241,52.291,52.228,52.147,7.278,7.486,10.503,9.875,15.194,14.798,15.208,7.559,6.966,12.337,11.717,7.241,12.337,11.435,6.934
RGR0610,2937933,Y,,RumCay,,secondary,23.66500944,-74.86824542,M,6.6,,31,8,18,8,Ken Toyama,,,,,,57.59066667,8.357,11.418,16.532,16.454,8.105,13.302,11.797,7.488,57.625,57.536,57.611,8.357,8.103,11.399,11.418,15.672,16.532,16.454,8.105,7.866,13.302,11.797,7.488,11.347,11.205,6.317
RGR0611,2937932,Y,,RumCay,,secondary,23.66500944,-74.86824542,M,4.5,,30,9,19,9,Ken Toyama,,,,,,53.98233333,8.502,10.868,15.933,15.6,8.083,12.781,11.03,7.898,53.825,53.971,54.151,8.502,7.985,10.868,10.403,15.933,15.743,15.6,7.876,8.083,12.653,10.982,7.477,12.781,11.03,7.898
RGR0612,2937931,Y,,RumCay,,secondary,23.66500944,-74.86824542,M,5.6,,30,9,18,9,Ken Toyama,,,,,,56.19533333,8.328,10.717,16.033,15.971,7.947,12.916,11.804,7.757,56.16,56.268,56.158,8.005,8.328,10.717,10.389,15.694,16.033,15.971,7.923,7.947,12.916,11.804,7.246,12.785,11.542,7.757
RGR0613,2937930,Y,,RumCay,,secondary,23.66500944,-74.86824542,M,5.5,,30,9,16,8,Ken Toyama,,,,,,56.57433333,7.728,9.482,15.946,15.715,8.003,13.311,11.465,7.494,56.823,56.286,56.614,7.526,7.728,9.482,9.31,15.243,15.946,15.715,8.003,7.879,13.311,11.465,7.494,12.857,11.409,7.375
RGR0614,2937929,Y,,RumCay,,secondary,23.66500944,-74.86824542,M,3.7,,30,8,18,8,Ken Toyama,,,,,,52.36966667,8.181,11.03,15.354,15.476,7.483,12.548,11.243,7.286,52.233,52.397,52.479,8.181,7.76,9.831,11.03,15.354,15.173,15.476,7.441,7.483,12.344,11.243,7.216,12.548,11.05,7.286
RGR0615,2937928,Y,,RumCay,,secondary,23.66500944,-74.86824542,M,3.8,,30,8,18,8,Ken Toyama,,,,,,51.35366667,7.532,10.385,15.71,15.395,7.314,12.372,10.984,7.078,51.327,51.109,51.625,7.385,7.532,10.191,10.385,15.71,15.472,15.395,6.783,7.314,12.273,10.919,6.558,12.372,10.984,7.078
RGR0616,2937927,Y,,RumCay,,secondary,23.66500944,-74.86824542,M,5.6,,32,8,17,9,Ken Toyama,,,,,,55.31633333,8.686,11.644,15.414,15.684,8.105,12.99,11.926,7.147,55.213,55.4,55.336,8.686,8.508,10.933,11.644,15.414,15.253,15.684,8.105,7.812,12.385,11.701,7.061,12.99,11.926,7.147
RGR0617,2937926,Y,,RumCay,,secondary,23.66500944,-74.86824542,M,6.6,,32,7,19,9,Ken Toyama,,,,,,57.75333333,7.992,11.579,14.279,14.397,8.446,13.483,12.206,7.599,57.867,57.77,57.623,7.992,7.789,11.579,11.553,12.401,14.279,14.397,8.446,7.226,11.839,11.245,6.873,13.483,12.206,7.599
RGR0618,2937925,Y,,RumCay,,secondary,23.66500944,-74.86824542,M,4.7,,31,8,17,9,Ken Toyama,,,,,,55.31066667,7.793,10.95,15.547,15.828,7.371,13.088,11.226,7.488,55.316,55.328,55.288,7.793,7.527,8.002,10.95,15.252,15.547,15.828,7.354,7.371,13.088,11.226,7.317,11.871,11.011,7.488
RGR0619,2937924,Y,,RumCay,,secondary,23.66500944,-74.86824542,M,1.0,juvenile exclude,31,8,18,9,Ken Toyama,,,,,,36.26733333,5.504,8.175,11.175,11.154,5.009,9.333,7.902,5.769,36.154,36.312,36.336,5.504,5.358,7.224,8.175,10.951,11.175,11.154,4.856,5.009,9.333,7.902,5.135,8.562,7.739,5.769
RGR0620,2937922,Y,,RumCay,,secondary,23.66500944,-74.86824542,M,6.0,,29,7,17,7,Ken Toyama,,,,,,57.609,8.78,12.73,15.914,15.702,7.996,13.617,12.459,8.215,57.805,57.532,57.49,8.78,8.055,11.676,12.73,15.234,15.914,15.702,7.996,7.757,13.617,12.091,7.626,13.462,12.459,8.215
RGR1335,3100,Y,11/13/15,SouthAndros,,coastal,24.07639677,-77.54530896,M,2.4,,29,,16,,RGR,,,,,,44.11133333,6.466,9.161,12.283,13.098,6.264,11.06,9.435,6.295,44.145,44.327,43.862,6.466,6.148,9.161,8.436,12.225,12.283,13.098,5.941,6.264,11.06,9.435,6.295,10.896,9.354,6.16
RGR1336,3101,Y,11/13/15,SouthAndros,,coastal,24.07639677,-77.54530896,M,3.1,,27,,15,,RGR,,,,,,51.087,7.275,9.839,13.121,13.903,6.521,11.206,9.814,6.466,51.215,51.147,50.899,7.275,6.117,9.839,8.892,13.121,13.013,13.903,6.44,6.521,11.206,9.712,6.214,10.549,9.814,6.466
RGR1337,3102,Y,11/13/15,SouthAndros,,coastal,24.07639677,-77.54530896,M,3.0,,28,,16,,RGR,,,,,,48.92466667,7.269,10.249,13.913,13.873,7.586,11.331,10.326,6.708,49.148,48.953,48.673,7.053,7.269,10.249,9.555,13.913,13.141,13.873,7.257,7.586,11.331,10.231,6.422,11.139,10.326,6.708
RGR1338,3103,Y,11/13/15,SouthAndros,,coastal,24.07639677,-77.54530896,M,3.1,,27,,15,,RGR,,,,,,48.549,7.54,10.179,13.582,13.637,7.376,12.175,10.655,6.778,48.573,48.687,48.387,7.54,7.448,9.686,10.179,13.582,13.549,13.637,7.376,7.18,12.175,10.467,6.668,11.539,10.655,6.778
RGR1339,3104,Y,11/13/15,SouthAndros,,coastal,24.07639677,-77.54530896,M,2.5,,28,,16,,RGR,,,,,,46.552,6.886,9.567,13.042,13.31,6.686,11.413,9.858,6.593,46.65,46.539,46.467,6.886,6.705,9.069,9.567,13.042,12.606,13.31,6.616,6.686,11.413,9.858,6.508,11.214,9.633,6.593
RGR1340,3105,Y,11/13/15,SouthAndros,,coastal,24.07639677,-77.54530896,M,2.6,,27,,15,,RGR,,,,,,46.73766667,6.838,8.843,13.137,13.154,6.69,11.31,9.858,6.605,46.929,46.732,46.552,6.838,6.203,8.843,8.748,12.513,13.137,13.154,6.69,6.682,11.31,9.756,6.605,10.619,9.858,6.227
RGR1341,3106,Y,11/13/15,SouthAndros,,coastal,24.07639677,-77.54530896,M,1.4,,30,,18,,RGR,,,,,,37.337,5.316,7.583,10.448,10.625,6.005,9.359,8.393,5.841,37.302,37.11,37.599,5.316,4.695,7.583,7.576,10.448,10.264,10.625,5.946,6.005,8.51,8.21,5.841,9.359,8.393,5.565
RGR1342,3107,Y,11/13/15,SouthAndros,,coastal,24.07639677,-77.54530896,M,1.2,,27,,16,,RGR,,,,,,36.509,5.264,7.069,11.105,11.713,5.172,8.59,7.996,5.288,36.329,36.466,36.732,5.264,4.845,7.069,6.843,11.105,10.908,11.713,5.172,5.142,8.59,7.653,5.019,8.518,7.996,5.288
RGR1343,3108,Y,11/13/15,SouthAndros,,coastal,24.07639677,-77.54530896,F,1.0,,27,,16,,RGR,,,,,,38.06666667,5.455,7.875,10.922,10.862,5.698,8.249,7.926,5.268,37.827,38.142,38.231,5.241,5.455,7.875,7.64,10.738,10.922,10.862,5.698,5.235,8.249,7.926,5.125,8.249,7.688,5.268
RGR1344,3109,Y,11/13/15,SouthAndros,,coastal,24.07639677,-77.54530896,M,1.4,,27,,16,,RGR,,,,,,37.28133333,6.153,8.081,10.768,10.616,6.172,9.233,8.077,5.6,37.343,37.046,37.455,6.153,5.966,7.9,8.081,10.714,10.768,10.616,6.172,6.166,9.233,8.062,5.485,8.919,8.077,5.6
RGR1345,3110,Y,11/13/15,SouthAndros,,coastal,24.07639677,-77.54530896,F,1.0,,26,,16,,RGR,,,,,,37.563,4.696,7.542,10.892,11.316,5.229,8.58,7.444,5.34,37.516,37.464,37.709,4.527,4.696,6.721,7.542,10.61,10.892,11.316,5.229,5.129,8.58,7.444,5.34,8.512,7.375,4.938
RGR1346,3111,Y,11/13/15,SouthAndros,,coastal,24.07639677,-77.54530896,F,1.0,,26,,16,,RGR,,,,,,36.59233333,5.157,7.168,9.999,11.008,5.236,8.874,7.826,5.353,36.594,36.456,36.727,5.157,4.841,7.168,7.07,9.999,9.727,11.008,5.179,5.236,8.823,7.446,5.276,8.874,7.826,5.353
RGR1347,3112,Y,11/13/15,SouthAndros,,coastal,24.07639677,-77.54530896,F,1.2,,27,,NA,,RGR,,,,,,37.09766667,5.541,6.983,10.646,10.998,5.305,8.394,7.309,5.174,36.994,37.017,37.282,5.269,5.541,6.841,6.983,10.646,10.043,10.998,5.305,4.943,8.394,7.289,5.174,8.167,7.309,5.061
RGR1348,3113,Y,11/13/15,SouthAndros,,coastal,24.07639677,-77.54530896,M,1.6,,27,,17,,RGR,,,,,,41.28366667,6.315,8.359,11.898,12.289,5.94,9.664,8.959,6.012,41.342,41.25,41.259,5.574,6.315,6.883,8.359,11.381,11.898,12.289,5.781,5.94,9.326,8.959,6.012,9.664,8.946,5.788
RGR1349,3114,Y,11/13/15,SouthAndros,,coastal,24.07639677,-77.54530896,F,1.1,,25,,NA,,RGR,,,,,,37.67466667,5.129,6.751,9.736,11.217,5.333,8.695,7.923,5.551,37.63,37.639,37.755,4.574,5.129,6.557,6.751,9.708,9.736,11.217,5.333,5.303,8.563,7.923,5.551,8.695,7.775,5.299
RGR1350,3115,Y,11/13/15,SouthAndros,,coastal,24.07639677,-77.54530896,F,1.3,,27,,15,,RGR,,,,,,36.347,5.262,7.598,9.984,10.995,5,8.387,7.474,5.16,36.377,36.421,36.243,5.203,5.262,6.911,7.598,9.818,9.984,10.995,4.862,5,8.346,7.469,4.693,8.387,7.474,5.16
RGR1351,3116,Y,11/13/15,SouthAndros,,coastal,24.07639677,-77.54530896,F,1.1,,29,,15,,RGR,,,,,,34.76266667,4.933,7.627,9.76,10.695,5.307,8.428,7.259,4.955,34.686,34.681,34.921,4.933,4.84,7.627,7.486,9.468,9.76,10.695,5.006,5.307,8.428,7.259,4.955,7.948,7.203,4.865
RGR1352,3117,Y,11/13/15,SouthAndros,,coastal,24.07639677,-77.54530896,F,1.0,,28,,15,,RGR,,,,,,35.086,4.845,6.984,10.104,10.401,5.051,8.159,7.228,5.026,35.019,35.042,35.197,4.641,4.845,6.984,6.851,10.05,10.104,10.401,4.975,5.051,7.993,7.221,4.964,8.159,7.228,5.026
RGR1353,3118,Y,11/13/15,SouthAndros,,coastal,24.07639677,-77.54530896,F,1.1,,28,,15,,RGR,,,,,,37.93933333,5.645,7.485,10.803,11.694,5.211,8.144,7.682,5.592,37.806,37.544,38.468,5.547,5.645,7.485,7.114,10.747,10.803,11.694,5.211,5.177,7.898,7.165,5.592,8.144,7.682,5.282
RGR1354,3119,Y,11/13/15,SouthAndros,,coastal,24.07639677,-77.54530896,F,1.0,,27,,13,,RGR,,,,,,36.747,5.095,7.331,11.215,11.2,6.055,8.089,7.852,5.168,36.875,36.728,36.638,4.941,5.095,7.123,7.331,10.853,11.215,11.2,6.055,5.565,8.089,7.852,5.168,8.031,7.512,5.099
RGR1355,3120,Y,11/13/15,SouthAndros,,coastal,24.07639677,-77.54530896,F,1.2,,28,,17,,RGR,,,,,,37.51933333,5.676,8.167,10.949,11.256,5.386,8.355,7.643,5.424,37.252,37.609,37.697,5.354,5.676,7.73,8.167,10.949,10.256,11.256,5.165,5.386,8.355,7.61,5.424,8.072,7.643,5.232
RGR1356,3122,Y,11/13/15,SouthAndros,,coastal,24.07639677,-77.54530896,F,1.1,,27,,14,,RGR,,,,,,37.47866667,5.14,7.305,10.608,10.759,5.324,8.296,7.709,5.516,37.713,37.457,37.266,5.117,5.14,7.096,7.305,10.456,10.608,10.759,5.324,4.945,8.296,7.532,5.516,7.957,7.709,5.405
RGR1357,3152,Y,11/13/15,SouthAndros,,mangrove,24.20267534,-77.60495919,M,2.8,,27,,17,,RGR,,,,,,47.63333333,7.239,10.368,12.839,13.432,6.87,10.964,9.979,6.836,47.903,47.589,47.408,6.571,7.239,9.723,10.368,12.839,12.242,13.432,6.87,6.839,10.843,9.979,6.651,10.964,9.615,6.836
RGR1358,3153,Y,11/13/15,SouthAndros,,mangrove,24.20267534,-77.60495919,F,1.0,,27,,16,,RGR,,,,,,36.15933333,5.426,7.56,10.488,10.764,5.294,8.503,7.576,5.294,35.904,36.257,36.317,4.948,5.426,7.506,7.56,10.488,10.291,10.764,5.294,5.137,8.503,7.576,4.371,8.144,7.426,5.294
RGR1359,3154,Y,11/13/15,SouthAndros,,mangrove,24.20267534,-77.60495919,F,1.1,,28,,14,,RGR,,,,,,36.848,5.395,7.459,10.376,10.498,5.069,7.573,7.476,5.268,36.769,36.96,36.815,5.395,4.681,7.459,7.291,10.376,10.282,10.498,4.633,5.069,7.573,7.403,5.268,7.362,7.476,5.206
RGR1360,3155,Y,11/13/15,SouthAndros,,mangrove,24.20267534,-77.60495919,M,2.5,,29,,17,,RGR,,,,,,46.79733333,6.384,9.504,12.629,13.167,7.044,11.289,10.305,6.676,46.947,46.705,46.74,6.384,6.328,9.168,9.504,12.629,12.517,13.167,7.044,7.044,10.997,10.07,6.4,11.289,10.305,6.676
RGR1361,3156,Y,11/13/15,SouthAndros,,mangrove,24.20267534,-77.60495919,M,2.6,,29,,17,,RGR,,,,,,46.36266667,6.887,9.911,,,,,,,46.214,46.525,46.349,6.887,6.306,9.911,9.694,,,,,,,,,,,
RGR1362,3157,Y,11/13/15,SouthAndros,,mangrove,24.20267534,-77.60495919,M,1.4,,26,,15,,RGR,,,,,,36.725,5.25,8.198,10.776,11.175,5.573,9.033,7.996,5.485,36.807,36.777,36.591,5.25,5.174,8.198,6.196,10.776,10.772,11.175,5.573,5.079,9.033,7.863,5.485,8.939,7.996,5.463
RGR1363,3158,Y,11/13/15,SouthAndros,,mangrove,24.20267534,-77.60495919,F,0.5,,27,,15,,RGR,,,,,,26.91533333,3.99,5.414,7.37,7.949,4.095,6.725,6.185,3.877,26.862,26.953,26.931,3.941,3.99,5.414,5.347,7.059,7.37,7.949,3.969,4.095,6.211,6.185,3.088,6.725,6.146,3.877
RGR1364,3159,Y,11/13/15,SouthAndros,,mangrove,24.20267534,-77.60495919,M,1.3,,29,,15,,RGR,,,,,,37.801,6.092,8.655,10.327,11.641,5.858,8.925,8.214,5.529,37.782,37.648,37.973,5.173,6.092,8.655,8.307,10.242,10.327,11.641,5.638,5.858,8.925,8.214,5.312,8.802,8.136,5.529
RGR1365,3160,Y,11/13/15,SouthAndros,,mangrove,24.20267534,-77.60495919,F,1.2,,26,,15,,RGR,,,,,,35.72766667,5.221,8.498,10.592,10.763,5.33,7.821,7.454,5.436,35.906,35.641,35.636,4.882,5.221,7.367,8.498,10.171,10.592,10.763,5.33,5.247,7.798,7.454,5.004,7.821,6.737,5.436
RGR1366,3161,Y,11/13/15,SouthAndros,,mangrove,24.20267534,-77.60495919,M,2.8,,28,,16,,RGR,,,,,,46.83766667,6.767,10.054,13.103,13.165,6.86,10.669,9.499,6.323,46.75,47.091,46.672,6.553,6.767,10.054,9.474,13.103,12.739,13.165,6.767,6.86,10.669,9.32,5.984,10.282,9.499,6.323
RGR1367,3162,Y,11/13/15,SouthAndros,,mangrove,24.20267534,-77.60495919,F,0.7,,26,,14,,RGR,,,,,,31.40066667,4.949,6.435,9.059,9.529,4.478,7.178,6.369,4.751,31.459,31.557,31.186,3.243,4.949,6.172,6.435,8.463,9.059,9.529,4.319,4.478,5.283,5.565,4.751,7.178,6.369,4.607
RGR1368,3163,Y,11/13/15,SouthAndros,,mangrove,24.20267534,-77.60495919,M,1.2,,29,,16,,RGR,,,,,,36.90966667,5.519,8.587,10.751,10.95,5.642,9.009,8.302,5.409,36.896,36.941,36.892,5.519,4.662,8.587,8.285,10.372,10.751,10.95,5.424,5.642,9.009,7.937,5.302,8.564,8.302,5.409
RGR1369,3187,Y,11/13/15,SouthAndros,,mangrove,24.20267534,-77.60495919,M,0.7,,26,,18,,RGR,,,,,,31.491,4.457,6.424,9.717,10.174,5.162,7.75,6.856,4.59,31.306,31.718,31.449,4.002,4.457,5.783,6.424,9.638,9.717,10.174,5.162,4.671,7.564,6.825,4.59,7.75,6.856,4.429
