island,expvar,PC1,PC2,PC3,PC4
Abaco,0.905681753450329,0.4002598615954319,0.2791128141724784,0.14696200116151328,0.07934707652090536
Bimini,0.9212702721368031,0.5020927856086593,0.20829565797349617,0.16036081911253952,0.05052100944210811
Cayman Brac,0.888242774958271,0.43829086090558794,0.18959495936198276,0.15532684333174224,0.10503011135895801
Eleuthera,0.9261986047327655,0.48985061384823914,0.23259870887489792,0.13775528267797613,0.06599399933165227
Little Cayman,0.907271941036388,0.44125091864676036,0.211878699648134,0.17603239155173855,0.07810993118975505
Long Island,0.9247655240628196,0.5153553088156347,0.2048987508870878,0.16109508154162408,0.04341638281847297
North Andros,0.9371975109989983,0.5602502913869112,0.17047958109396352,0.15208637325004412,0.05438126526807943
Ragged Island,0.9074328995111793,0.48297431719531075,0.22626919929524655,0.12661970469907827,0.07156967832154373
South Andros,0.9475357346302447,0.4879008056249284,0.24665389370209528,0.14637632729202596,0.066604708011195
