RGR,FieldTag,Specimen,Date,Island,Locale,Habitat,lat,long,Sex,Mass,notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1165,252,,20151119,LittleCayman,South Coast,mangrove,19.69861,-79.98714,F,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1166,253,,20151119,LittleCayman,South Coast,mangrove,19.69861,-79.98714,M,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1167,254,,20151119,LittleCayman,South Coast,mangrove,19.69861,-79.98714,M,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1168,255,,20151120,LittleCayman,North Coast,secondary,19.703726,-80.003195,F,0.8,2nd site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1169,256,,20151120,LittleCayman,North Coast,secondary,19.703726,-80.003195,F,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1170,257,,20151120,LittleCayman,North Coast,secondary,19.703726,-80.003195,F,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1171,258,,20151120,LittleCayman,North Coast,secondary,19.703726,-80.003195,F,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1172,259,,20151120,LittleCayman,North Coast,secondary,19.703726,-80.003195,F,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1173,260,,20151120,LittleCayman,North Coast,secondary,19.703726,-80.003195,F,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1174,261,,20151120,LittleCayman,North Coast,secondary,19.703726,-80.003195,F,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1175,262,,20151120,LittleCayman,North Coast,secondary,19.703726,-80.003195,F,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1176,263,,20151120,LittleCayman,North Coast,secondary,19.703726,-80.003195,M,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1177,264,,20151120,LittleCayman,North Coast,secondary,19.703726,-80.003195,M,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1178,265,,20151120,LittleCayman,North Coast,secondary,19.703726,-80.003195,M,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1179,266,,20151120,LittleCayman,North Coast,secondary,19.703726,-80.003195,M,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1180,267,,20151120,LittleCayman,North Coast,secondary,19.703726,-80.003195,M,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1181,268,,20151120,LittleCayman,North Coast,secondary,19.703726,-80.003195,M,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1182,269,,20151120,LittleCayman,North Coast,secondary,19.703726,-80.003195,M,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR1183,270,,20151120,LittleCayman,North Coast,secondary,19.703726,-80.003195,M,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0417,2938126,Y,,LongIsland,Whymms Church,secondary,23.427633,-75.191133,M,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0418,2938125,Y,,LongIsland,Whymms Church,secondary,23.427633,-75.191133,M,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0419,2938124,Y,,LongIsland,Whymms Church,secondary,23.427633,-75.191133,F,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0420,2938123,Y,,LongIsland,Whymms Church,secondary,23.427633,-75.191133,M,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0421,2938122,Y,,LongIsland,Whymms Church,secondary,23.427633,-75.191133,M,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0422,2938121,Y,,LongIsland,Whymms Church,secondary,23.427633,-75.191133,M,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0423,2938120,Y,,LongIsland,Whymms Church,secondary,23.427633,-75.191133,M,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0424,2938119,Y,,LongIsland,Whymms Church,secondary,23.427633,-75.191133,M,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0425,2938118,Y,,LongIsland,Whymms Church,secondary,23.427633,-75.191133,M,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0426,2938117,Y,,LongIsland,Whymms Church,secondary,23.427633,-75.191133,M,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0427,2938116,Y,,LongIsland,Whymms Church,secondary,23.427633,-75.191133,M,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0428,2938115,Y,,LongIsland,Whymms Church,secondary,23.427633,-75.191133,M,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0429,2938114,Y,,LongIsland,Whymms Church,secondary,23.427633,-75.191133,M,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0430,2938113,Y,,LongIsland,Whymms Church,secondary,23.427633,-75.191133,M,2.4,fuzzy scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0431,2938112,Y,,LongIsland,Whymms Church,secondary,23.427633,-75.191133,M,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0432,2938111,Y,,LongIsland,Whymms Church,secondary,23.427633,-75.191133,M,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0433,2938110,Y,,LongIsland,Whymms Church,secondary,23.427633,-75.191133,F,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0434,2938109,Y,,LongIsland,Whymms Church,secondary,23.427633,-75.191133,F,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0435,2938108,Y,,LongIsland,Whymms Church,secondary,23.427633,-75.191133,F,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0436,2938107,Y,,LongIsland,Whymms Church,secondary,23.427633,-75.191133,F,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0437,2938106,Y,,LongIsland,Whymms Church,secondary,23.427633,-75.191133,F,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0438,2938105,Y,,LongIsland,Whymms Church,secondary,23.427633,-75.191133,F,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0439,2938104,Y,,LongIsland,Whymms Church,secondary,23.427633,-75.191133,F,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0440,2938103,Y,,LongIsland,Whymms Church,secondary,23.427633,-75.191133,F,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0441,2938102,Y,,LongIsland,Whymms Church,secondary,23.427633,-75.191133,F,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0442,2938101,Y,,LongIsland,Whymms Church,secondary,23.427633,-75.191133,F,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0443,2938100,Y,,LongIsland,Whymms Church,secondary,23.427633,-75.191133,F,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0444,2938099,Y,,LongIsland,Whymms Church,secondary,23.427633,-75.191133,F,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0445,2938098,Y,,LongIsland,Whymms Church,coppice,23.429152,-75.188354,M,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0446,2938097,Y,,LongIsland,Whymms Church,coppice,23.429152,-75.188354,M,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0447,2938096,Y,,LongIsland,Whymms Church,coppice,23.429152,-75.188354,M,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0448,2938095,Y,,LongIsland,Whymms Church,coppice,23.429152,-75.188354,M,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0449,2938094,Y,,LongIsland,Whymms Church,coppice,23.429152,-75.188354,M,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0450,2938093,Y,,LongIsland,Whymms Church,coppice,23.429152,-75.188354,M,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0451,2938092,Y,,LongIsland,Whymms Church,coppice,23.429152,-75.188354,M,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0452,2938091,Y,,LongIsland,Whymms Church,coppice,23.429152,-75.188354,M,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0453,2938090,Y,,LongIsland,Whymms Church,coppice,23.429152,-75.188354,M,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0454,2938089,Y,,LongIsland,Whymms Church,coppice,23.429152,-75.188354,M,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0455,2938088,Y,,LongIsland,Whymms Church,coppice,23.429152,-75.188354,F,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0456,2938087,Y,,LongIsland,Whymms Church,coppice,23.429152,-75.188354,M,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0457,2938086,Y,,LongIsland,Whymms Church,coppice,23.429152,-75.188354,F,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0458,2938085,Y,,LongIsland,Whymms Church,coppice,23.429152,-75.188354,F,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0459,2938084,Y,,LongIsland,Whymms Church,coppice,23.429152,-75.188354,F,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0460,2938083,Y,,LongIsland,Whymms Church,coppice,23.429152,-75.188354,F,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0461,2938082,Y,,LongIsland,Whymms Church,coppice,23.429152,-75.188354,F,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0462,2938081,Y,,LongIsland,Whymms Church,coppice,23.429152,-75.188354,F,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0463,2938080,Y,,LongIsland,Whymms Church,coppice,23.429152,-75.188354,F,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0464,2938079,Y,,LongIsland,Banana Farm,secondary,23.187593,-75.107907,M,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0465,2938078,Y,,LongIsland,Banana Farm,secondary,23.187593,-75.107907,M,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0466,2938077,Y,,LongIsland,Banana Farm,secondary,23.187593,-75.107907,M,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0467,2938076,Y,,LongIsland,Banana Farm,secondary,23.187593,-75.107907,M,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0468,2938075,Y,,LongIsland,Banana Farm,secondary,23.187593,-75.107907,M,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0469,2938074,Y,,LongIsland,Banana Farm,secondary,23.187593,-75.107907,M,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0470,2938073,Y,,LongIsland,Banana Farm,secondary,23.187593,-75.107907,M,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0471,2938072,Y,,LongIsland,Banana Farm,secondary,23.187593,-75.107907,M,5.7,no scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0472,2938071,Y,,LongIsland,Banana Farm,secondary,23.187593,-75.107907,M,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0473,2938070,Y,,LongIsland,Banana Farm,secondary,23.187593,-75.107907,M,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0474,2938069,Y,,LongIsland,Banana Farm,secondary,23.187593,-75.107907,M,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0475,2938068,Y,,LongIsland,Banana Farm,secondary,23.187593,-75.107907,M,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0476,2938067,Y,,LongIsland,Banana Farm,secondary,23.187593,-75.107907,F,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0477,2938066,Y,,LongIsland,Banana Farm,secondary,23.187593,-75.107907,F,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0478,2938065,Y,,LongIsland,Banana Farm,secondary,23.187593,-75.107907,F,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0479,2938064,Y,,LongIsland,Banana Farm,secondary,23.187593,-75.107907,F,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0480,2938063,Y,,LongIsland,Banana Farm,secondary,23.187593,-75.107907,M,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0481,2938062,Y,,LongIsland,Banana Farm,secondary,23.187593,-75.107907,F,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0482,2938061,Y,,LongIsland,Whymms Church,secondary,23.427633,-75.191133,M,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0483,2938060,Y,,LongIsland,Whymms Church,secondary,23.427633,-75.191133,M,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0484,2938059,Y,,LongIsland,Whymms Church,coppice,23.429152,-75.188354,M,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0485,2938058,Y,,LongIsland,Whymms Church,coppice,23.429152,-75.188354,F,1.5,fuzzy scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0486,2938057,Y,,LongIsland,Whymms Church,coppice,23.429152,-75.188354,M,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0487,2938056,Y,,LongIsland,Whymms Church,coppice,23.429152,-75.188354,M,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0488,2938055,Y,,LongIsland,Whymms Church,coppice,23.429152,-75.188354,F,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0489,2938054,Y,,LongIsland,Whymms Church,coppice,23.429152,-75.188354,F,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0490,2938053,Y,,LongIsland,Whymms Church,coppice,23.429152,-75.188354,F,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0491,2938052,Y,,LongIsland,McKanns,coastal,23.38831,-75.140756,M,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0492,2938051,Y,,LongIsland,McKanns,coastal,23.38831,-75.140756,M,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0493,2938050,Y,,LongIsland,McKanns,coastal,23.38831,-75.140756,M,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0494,2938049,Y,,LongIsland,McKanns,coastal,23.38831,-75.140756,M,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0495,2938048,Y,,LongIsland,McKanns,coastal,23.38831,-75.140756,M,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0496,2938047,Y,,LongIsland,McKanns,coastal,23.38831,-75.140756,M,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0497,2938046,Y,,LongIsland,McKanns,coastal,23.38831,-75.140756,M,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0498,2938045,Y,,LongIsland,McKanns,coastal,23.38831,-75.140756,M,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0499,2938044,Y,,LongIsland,McKanns,coastal,23.38831,-75.140756,M,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0500,2938043,Y,,LongIsland,McKanns,coastal,23.38831,-75.140756,M,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0501,2938042,Y,,LongIsland,McKanns,coastal,23.38831,-75.140756,M,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0502,2938041,Y,,LongIsland,McKanns,coastal,23.38831,-75.140756,M,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0503,2938040,Y,,LongIsland,McKanns,coastal,23.38831,-75.140756,M,4,no scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0504,2938039,Y,,LongIsland,McKanns,coastal,23.38831,-75.140756,M,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0505,2938038,Y,,LongIsland,McKanns,coastal,23.38831,-75.140756,M,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0506,2938037,Y,,LongIsland,McKanns,coastal,23.38831,-75.140756,M,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0507,2938036,Y,,LongIsland,McKanns,coastal,23.38831,-75.140756,M,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0508,2938035,Y,,LongIsland,McKanns,coastal,23.38831,-75.140756,F,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0509,2938034,Y,,LongIsland,McKanns,coastal,23.38831,-75.140756,F,1.6,toes damaged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0510,2938033,Y,,LongIsland,Simms,mangrove,23.473987,-75.229859,M,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0511,2938032,Y,,LongIsland,Simms,mangrove,23.473987,-75.229859,M,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0512,2938031,Y,,LongIsland,Simms,mangrove,23.473987,-75.229859,M,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0513,2938030,Y,,LongIsland,Simms,mangrove,23.473987,-75.229859,M,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0514,2938029,Y,,LongIsland,Simms,mangrove,23.473987,-75.229859,M,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0515,2938028,Y,,LongIsland,Simms,mangrove,23.473987,-75.229859,M,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0516,2938027,Y,,LongIsland,Simms,mangrove,23.473987,-75.229859,M,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0517,2938026,Y,,LongIsland,Simms,mangrove,23.473987,-75.229859,M,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0518,2938025,Y,,LongIsland,Simms,mangrove,23.473987,-75.229859,M,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0519,2938024,Y,,LongIsland,Simms,mangrove,23.473987,-75.229859,M,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0520,2938023,Y,,LongIsland,Simms,mangrove,23.473987,-75.229859,M,4.9,no scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0521,2938022,Y,,LongIsland,Simms,mangrove,23.473987,-75.229859,M,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0522,2938021,Y,,LongIsland,Simms,mangrove,23.473987,-75.229859,M,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0523,2938020,Y,,LongIsland,Simms,mangrove,23.473987,-75.229859,F,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0524,2938019,Y,,LongIsland,Simms,mangrove,23.473987,-75.229859,F,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0525,2938018,Y,,LongIsland,Simms,mangrove,23.473987,-75.229859,F,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0526,2938017,Y,,LongIsland,Simms,mangrove,23.473987,-75.229859,F,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0527,2938016,Y,,LongIsland,Simms,mangrove,23.473987,-75.229859,F,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0528,2938015,Y,,LongIsland,Simms,mangrove,23.473987,-75.229859,F,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0529,2938014,Y,,LongIsland,Simms,mangrove,23.473987,-75.229859,F,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0530,2938013,Y,,LongIsland,Simms,mangrove,23.473987,-75.229859,M,3,"wrongly annotated as F, corrected to M by RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0531,2938012,Y,,LongIsland,Simms,mangrove,23.473987,-75.229859,F,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0532,2938011,Y,,LongIsland,Simms,mangrove,23.473987,-75.229859,F,0.8,no scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0621,2937919,Y,,LongIsland,Banana Farm,secondary,23.187593,-75.107907,F,1.1,next to pasture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0622,2937918,Y,,LongIsland,Banana Farm,secondary,23.187593,-75.107907,F,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0623,2937917,Y,,LongIsland,Banana Farm,secondary,23.187593,-75.107907,F,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0624,2937916,Y,,LongIsland,Banana Farm,secondary,23.187593,-75.107907,F,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0625,2937915,Y,,LongIsland,Banana Farm,secondary,23.187593,-75.107907,F,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0626,2937914,Y,,LongIsland,Banana Farm,secondary,23.187593,-75.107907,F,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0627,2937913,Y,,LongIsland,Banana Farm,secondary,23.187593,-75.107907,F,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0628,2937912,Y,,LongIsland,Banana Farm,secondary,23.187593,-75.107907,F,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0629,2937911,Y,,LongIsland,Whymms Beach,coastal,23.428201,-75.206269,F,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0630,2937910,Y,,LongIsland,Whymms Beach,coastal,23.428201,-75.206269,F,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0631,2937909,Y,,LongIsland,Whymms Beach,coastal,23.428201,-75.206269,F,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0632,2937908,Y,,LongIsland,Whymms Beach,coastal,23.428201,-75.206269,F,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0633,2937907,Y,,LongIsland,Whymms Beach,coastal,23.428201,-75.206269,F,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0634,2937906,Y,,LongIsland,Whymms Beach,coastal,23.428201,-75.206269,F,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0635,2937905,Y,,LongIsland,Whymms Beach,coastal,23.428201,-75.206269,F,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0636,2937904,Y,,LongIsland,Whymms Beach,coastal,23.428201,-75.206269,F,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0637,2937903,Y,,LongIsland,Whymms Beach,coastal,23.428201,-75.206269,F,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0638,2937902,Y,,LongIsland,Whymms Beach,coastal,23.428201,-75.206269,F,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0639,2937901,Y,,LongIsland,Whymms Beach,coastal,23.428201,-75.206269,F,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0640,2937900,Y,,LongIsland,Whymms Beach,coastal,23.428201,-75.206269,F,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0641,2937899,Y,,LongIsland,Whymms Beach,coastal,23.428201,-75.206269,M,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0642,2937898,Y,,LongIsland,Whymms Beach,coastal,23.428201,-75.206269,M,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0643,2937897,Y,,LongIsland,Whymms Beach,coastal,23.428201,-75.206269,M,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0644,2937896,Y,,LongIsland,Whymms Beach,coastal,23.428201,-75.206269,M,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0645,2937895,Y,,LongIsland,Whymms Beach,coastal,23.428201,-75.206269,M,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
