Data from JASIL_3078_Reflection_02.txt Node
Date: Mon Nov 09 11:50:25 EST 2015
User: Geneva
Spectrometer: USB4E03002
Autoset integration time: false
Trigger mode: 4
Integration Time (sec): 1.000000E-1
Scans to average: 10
Electric dark correction enabled: false
Nonlinearity correction enabled: false
Boxcar width: 5
Stray light correction enabled: false
XAxis mode: Wavelengths
Stop averaging: false
Number of Pixels in Spectrum: 3648
>>>>>Begin Spectral Data<<<<<
177.575	-248.82
177.794	2268.42
178.014	-865.31
178.233	-209.25
178.452	-293.48
178.672	-202.67
178.891	-80.31
179.11	-97.92
179.33	-24.02
179.549	24.7
179.768	36.98
179.987	53.19
180.207	53.09
180.426	59.17
180.645	74.93
180.864	50.87
181.084	69.59
181.303	15.17
181.522	-61.63
181.741	-2690.91
181.96	199.34
182.179	560
182.398	191.27
182.618	134.42
182.837	167.65
183.056	228.04
183.275	750
183.494	-161.59
183.713	-5850
183.932	-2600
184.151	-218.3
184.37	-84.32
184.589	-35
184.808	-12.65
185.027	14.03
185.246	9.19
185.465	21.6
185.684	16.42
185.903	-182.98
186.122	-666.04
186.341	-139.53
186.56	-165.79
186.779	101.41
186.998	166.29
187.216	1208
187.435	307.25
187.654	-7371.43
187.873	-1060.78
188.092	-511
188.311	-99.17
188.53	-51.3
188.748	-20.74
188.967	21.37
189.186	24.13
189.405	18.66
189.623	42.46
189.842	43.7
190.061	74.32
190.28	64.06
190.498	12.12
190.717	-77.44
190.936	17.5
191.154	-10.24
191.373	-93.91
191.592	-46.85
191.81	-143.68
192.029	-8.45
192.248	19.95
192.466	18.8
192.685	18.64
192.904	31.4
193.122	55.65
193.341	75.3
193.559	77.36
193.778	88.74
193.996	106.56
194.215	183.76
194.433	240.25
194.652	171.04
194.87	197.13
195.089	247.01
195.307	519.59
195.526	662.96
195.744	568.57
195.963	141.96
196.181	119.35
196.399	88.39
196.618	63.53
196.836	57.85
197.055	59.04
197.273	47.59
197.491	64.25
197.71	70.77
197.928	63.37
198.146	61.17
198.365	60.97
198.583	72.28
198.801	32.51
199.019	34.57
199.238	36.11
199.456	133.94
199.674	381.25
199.892	-1790.91
200.111	-111.69
200.329	7200
200.547	77.27
200.765	74.71
200.983	73.76
201.202	151.43
201.42	123.81
201.638	101.4
201.856	89.66
202.074	54.41
202.292	51.19
202.51	45.09
202.728	27.18
202.946	39.95
203.165	33.79
203.383	25.04
203.601	-3.97
203.819	-14.54
204.037	-56.68
204.255	-122.19
204.473	-91.51
204.691	-42.79
204.909	-50.72
205.127	-0.59
205.345	15.35
205.562	-8.48
205.78	25.29
205.998	33.45
206.216	69.09
206.434	82.73
206.652	64.22
206.87	77.87
207.088	74.51
207.306	80.7
207.523	109.75
207.741	125.06
207.959	1051.52
208.177	-159.38
208.395	378.13
208.612	-22.22
208.83	-12.2
209.048	152.43
209.266	-400
209.483	181.82
209.701	75.2
209.919	84.97
210.136	173.85
210.354	-191.94
210.572	-29.41
210.79	131.3
211.007	251.56
211.225	103.85
211.442	84.06
211.66	171.32
211.878	150.18
212.095	614.52
212.313	-438.46
212.53	-966.67
212.748	511.11
212.966	1037.14
213.183	-1708.33
213.401	209.79
213.618	204.07
213.836	473.83
214.053	316.54
214.271	501.92
214.488	161.21
214.705	146.39
214.923	173.7
215.14	241.3
215.358	198.49
215.575	201.55
215.793	214.34
216.01	183.21
216.227	136.59
216.445	92.62
216.662	165.7
216.879	154.49
217.097	175.84
217.314	179.46
217.531	-60.23
217.749	-365.62
217.966	2000
218.183	-10000
218.4	309.26
218.618	-82.35
218.835	482.35
219.052	101.97
219.269	194.47
219.487	163.07
219.704	480
219.921	92.42
220.138	25.44
220.355	58.06
220.572	81.69
220.79	116.54
221.007	110.84
221.224	120.9
221.441	102.49
221.658	89.23
221.875	78.3
222.092	67.59
222.309	69.14
222.526	74.95
222.743	56.99
222.96	32.7
223.177	5.64
